selection_rank_global,selection_rank_within_split,tile_id,city_id,city_name,split,tile_row,tile_col,row_offset,col_offset,tile_size,stride,source_width_pixels,source_height_pixels,source_pixel_count,padding_pixel_count,padding_fraction,valid_pixel_count,valid_fraction_all_pixels,valid_fraction_source_pixels,ignore_pixel_count,ignore_fraction_source_pixels,conflict_pixel_count,conflict_fraction_source_pixels,buildings_pixel_count,buildings_fraction_valid,buildings_fraction_source_pixels,roads_pixel_count,roads_fraction_valid,roads_fraction_source_pixels,vegetation_pixel_count,vegetation_fraction_valid,vegetation_fraction_source_pixels,bare_land_pixel_count,bare_land_fraction_valid,bare_land_fraction_source_pixels,water_pixel_count,water_fraction_valid,water_fraction_source_pixels,support_1_pixel_count,support_1_fraction_valid,support_2_pixel_count,support_2_fraction_valid,support_3_pixel_count,support_3_fraction_valid,provenance_1_pixel_count,provenance_2_pixel_count,provenance_3_pixel_count,provenance_4_pixel_count,provenance_5_pixel_count,provenance_6_pixel_count,provenance_7_pixel_count,bounds_left,bounds_bottom,bounds_right,bounds_top,crs,source_sar_path,source_semantic_path,source_validity_path,source_provenance_path,source_support_path,source_conflict_path,coverage_eligible,rule_buildings,rule_roads,rule_bare_land,rule_water,selected,selection_reason,rejection_reason
25,25,DE01_r003_c010,DE01,Mannheim,train,3,10,768,2560,256,256,256,256,65536,0,0.0,44044,0.67205810546875,0.67205810546875,21492,0.32794189453125,7571,0.1155242919921875,3664,0.0831895377349922,0.055908203125,2681,0.0608709472345836,0.0409088134765625,35130,0.7976114794296613,0.536041259765625,0,0.0,0.0,2569,0.0583280356007628,0.0391998291015625,665,0.0150985378258105,28536,0.6478975569884661,14843,0.3370039051857234,665,0,3587,0,24133,816,14843,471924.5904690316,5486548.165275654,474484.5904690316,5489108.165275654,EPSG:32632,data\processed\sar\DE01_Mannheim\DE01_Mannheim_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_semantic.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_validity.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_provenance.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_support_count.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_source_conflict.tif,True,True,True,False,True,True,buildings>=0.075000+roads>=0.030000+water>=0.050000,
26,26,DE01_r004_c000,DE01,Mannheim,train,4,0,1024,0,256,256,256,256,65536,0,0.0,45745,0.6980133056640625,0.6980133056640625,19791,0.3019866943359375,3589,0.0547637939453125,3421,0.0747841294130506,0.0522003173828125,1379,0.0301453710788064,0.0210418701171875,40945,0.895070499508143,0.6247711181640625,0,0.0,0.0,0,0.0,0.0,1026,0.0224286807301344,23835,0.5210405508798776,20884,0.4565307683899879,1026,0,3057,0,14370,6408,20884,446324.5904690316,5483988.165275654,448884.5904690316,5486548.165275654,EPSG:32632,data\processed\sar\DE01_Mannheim\DE01_Mannheim_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_semantic.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_validity.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_provenance.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_support_count.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_source_conflict.tif,True,False,True,False,False,True,roads>=0.030000,
27,27,DE01_r004_c002,DE01,Mannheim,train,4,2,1024,512,256,256,256,256,65536,0,0.0,41103,0.6271820068359375,0.6271820068359375,24433,0.3728179931640625,8459,0.1290740966796875,6312,0.1535654331800598,0.0963134765625,3086,0.075079677882393,0.047088623046875,31705,0.7713548889375471,0.4837799072265625,0,0.0,0.0,0,0.0,0.0,1131,0.0275162396905335,24865,0.604943678077026,15107,0.3675400822324404,1131,0,6262,0,17209,1394,15107,451444.5904690316,5483988.165275654,454004.5904690316,5486548.165275654,EPSG:32632,data\processed\sar\DE01_Mannheim\DE01_Mannheim_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_semantic.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_validity.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_provenance.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_support_count.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_source_conflict.tif,True,True,True,False,False,True,buildings>=0.075000+roads>=0.030000,
28,28,DE01_r004_c003,DE01,Mannheim,train,4,3,1024,768,256,256,256,256,65536,0,0.0,47164,0.71966552734375,0.71966552734375,18372,0.28033447265625,6059,0.0924530029296875,4640,0.098380120430837,0.07080078125,2458,0.0521160206937494,0.037506103515625,39767,0.8431642778390298,0.6067962646484375,0,0.0,0.0,299,0.0063395810363836,0.0045623779296875,1170,0.0248070562293274,31797,0.6741794589093376,14197,0.3010134848613349,1170,0,4709,0,27047,41,14197,454004.5904690316,5483988.165275654,456564.5904690316,5486548.165275654,EPSG:32632,data\processed\sar\DE01_Mannheim\DE01_Mannheim_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_semantic.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_validity.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_provenance.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_support_count.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_source_conflict.tif,True,True,True,False,False,True,buildings>=0.075000+roads>=0.030000,
29,29,DE01_r004_c004,DE01,Mannheim,train,4,4,1024,1024,256,256,256,256,65536,0,0.0,30625,0.4673004150390625,0.4673004150390625,34911,0.5326995849609375,14714,0.224517822265625,13043,0.4258938775510204,0.1990203857421875,5159,0.1684571428571428,0.0787200927734375,6899,0.2252734693877551,0.1052703857421875,0,0.0,0.0,5524,0.1803755102040816,0.08428955078125,1613,0.052669387755102,21968,0.7173224489795919,7044,0.2300081632653061,1613,0,13061,0,8875,32,7044,456564.5904690316,5483988.165275654,459124.5904690316,5486548.165275654,EPSG:32632,data\processed\sar\DE01_Mannheim\DE01_Mannheim_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_semantic.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_validity.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_provenance.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_support_count.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_source_conflict.tif,True,True,True,False,True,True,buildings>=0.075000+roads>=0.030000+water>=0.050000,
30,30,DE01_r004_c005,DE01,Mannheim,train,4,5,1024,1280,256,256,256,256,65536,0,0.0,36645,0.5591583251953125,0.5591583251953125,28891,0.4408416748046875,9995,0.1525115966796875,6628,0.1808705143948697,0.10113525390625,1710,0.0466639377814162,0.026092529296875,14818,0.4043662164006003,0.226104736328125,3180,0.086778550961932,0.04852294921875,10309,0.2813207804611816,0.1573028564453125,1619,0.0441806522035748,25454,0.6946104516305089,9572,0.2612088961659162,1619,0,5939,0,19502,13,9572,459124.5904690316,5483988.165275654,461684.5904690316,5486548.165275654,EPSG:32632,data\processed\sar\DE01_Mannheim\DE01_Mannheim_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_semantic.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_validity.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_provenance.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_support_count.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_source_conflict.tif,True,True,True,True,True,True,buildings>=0.075000+roads>=0.030000+bare_land>=0.001000+water>=0.050000,
31,31,DE01_r004_c007,DE01,Mannheim,train,4,7,1024,1792,256,256,256,256,65536,0,0.0,31001,0.4730377197265625,0.4730377197265625,34535,0.5269622802734375,14713,0.2245025634765625,8253,0.2662172187993936,0.1259307861328125,3305,0.1066094642108319,0.0504302978515625,19443,0.6271733169897745,0.2966766357421875,0,0.0,0.0,0,0.0,0.0,3523,0.1136414954356311,18969,0.6118834876294313,8509,0.2744750169349376,3523,0,5364,0,13212,393,8509,464244.5904690316,5483988.165275654,466804.5904690316,5486548.165275654,EPSG:32632,data\processed\sar\DE01_Mannheim\DE01_Mannheim_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_semantic.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_validity.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_provenance.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_support_count.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_source_conflict.tif,True,True,True,False,False,True,buildings>=0.075000+roads>=0.030000,
32,32,DE01_r004_c008,DE01,Mannheim,train,4,8,1024,2048,256,256,256,256,65536,0,0.0,42230,0.644378662109375,0.644378662109375,23306,0.355621337890625,6968,0.1063232421875,6503,0.1539900544636514,0.0992279052734375,3223,0.07632015155103,0.0491790771484375,32504,0.7696897939853184,0.4959716796875,0,0.0,0.0,0,0.0,0.0,2642,0.0625621596021785,26629,0.6305706843476202,12959,0.3068671560502012,2642,0,5761,0,20716,152,12959,466804.5904690316,5483988.165275654,469364.5904690316,5486548.165275654,EPSG:32632,data\processed\sar\DE01_Mannheim\DE01_Mannheim_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_semantic.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_validity.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_provenance.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_support_count.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_source_conflict.tif,True,True,True,False,False,True,buildings>=0.075000+roads>=0.030000,
33,33,DE01_r004_c009,DE01,Mannheim,train,4,9,1024,2304,256,256,256,256,65536,0,0.0,48900,0.74615478515625,0.74615478515625,16636,0.25384521484375,3762,0.057403564453125,2163,0.0442331288343558,0.0330047607421875,1544,0.0315746421267893,0.0235595703125,44873,0.9176482617586912,0.6847076416015625,320,0.0065439672801635,0.0048828125,0,0.0,0.0,788,0.0161145194274028,26520,0.5423312883435583,21592,0.4415541922290388,788,0,2548,0,23890,82,21592,469364.5904690316,5483988.165275654,471924.5904690316,5486548.165275654,EPSG:32632,data\processed\sar\DE01_Mannheim\DE01_Mannheim_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_semantic.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_validity.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_provenance.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_support_count.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_source_conflict.tif,True,False,True,True,False,True,roads>=0.030000+bare_land>=0.001000,
34,34,DE01_r005_c002,DE01,Mannheim,train,5,2,1280,512,256,256,256,256,65536,0,0.0,51042,0.778839111328125,0.778839111328125,14494,0.221160888671875,5583,0.0851898193359375,3951,0.077406841424709,0.0602874755859375,1977,0.0387328082755377,0.0301666259765625,45114,0.8838603502997532,0.688385009765625,0,0.0,0.0,0,0.0,0.0,1439,0.0281924689471415,31489,0.6169233180518005,18114,0.3548842130010579,1439,0,3233,0,28221,35,18114,451444.5904690316,5481428.165275654,454004.5904690316,5483988.165275654,EPSG:32632,data\processed\sar\DE01_Mannheim\DE01_Mannheim_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_semantic.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_validity.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_provenance.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_support_count.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_source_conflict.tif,True,True,True,False,False,True,buildings>=0.075000+roads>=0.030000,
35,35,DE01_r005_c003,DE01,Mannheim,train,5,3,1280,768,256,256,256,256,65536,0,0.0,34325,0.5237579345703125,0.5237579345703125,31211,0.4762420654296875,11732,0.17901611328125,7895,0.2300072833211944,0.1204681396484375,3729,0.1086380189366351,0.0569000244140625,18255,0.5318281136198106,0.2785491943359375,0,0.0,0.0,4446,0.1295265841223598,0.067840576171875,1556,0.0453313911143481,25480,0.7423160961398397,7289,0.2123525127458121,1556,0,7811,0,17630,39,7289,454004.5904690316,5481428.165275654,456564.5904690316,5483988.165275654,EPSG:32632,data\processed\sar\DE01_Mannheim\DE01_Mannheim_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_semantic.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_validity.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_provenance.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_support_count.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_source_conflict.tif,True,True,True,False,True,True,buildings>=0.075000+roads>=0.030000+water>=0.050000,
36,36,DE01_r005_c004,DE01,Mannheim,train,5,4,1280,1024,256,256,256,256,65536,0,0.0,26307,0.4014129638671875,0.4014129638671875,39229,0.5985870361328125,17562,0.267974853515625,13811,0.5249933477781579,0.2107391357421875,5218,0.1983502489831603,0.079620361328125,7042,0.2676854069259132,0.107452392578125,0,0.0,0.0,236,0.0089709963127684,0.00360107421875,1426,0.0542061048390162,23676,0.8999885961911278,1205,0.0458052989698559,1426,0,13664,0,9851,161,1205,456564.5904690316,5481428.165275654,459124.5904690316,5483988.165275654,EPSG:32632,data\processed\sar\DE01_Mannheim\DE01_Mannheim_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_semantic.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_validity.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_provenance.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_support_count.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_source_conflict.tif,True,True,True,False,False,True,buildings>=0.075000+roads>=0.030000,
37,37,DE01_r005_c005,DE01,Mannheim,train,5,5,1280,1280,256,256,256,256,65536,0,0.0,33226,0.506988525390625,0.506988525390625,32310,0.493011474609375,10311,0.1573333740234375,14024,0.4220790946848853,0.2139892578125,5196,0.1563835550472521,0.07928466796875,1857,0.0558899656895202,0.0283355712890625,0,0.0,0.0,12149,0.3656473845783423,0.1853790283203125,9265,0.2788478902064648,15431,0.4644254499488352,8530,0.2567266598446999,9265,0,5693,0,9725,13,8530,459124.5904690316,5481428.165275654,461684.5904690316,5483988.165275654,EPSG:32632,data\processed\sar\DE01_Mannheim\DE01_Mannheim_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_semantic.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_validity.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_provenance.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_support_count.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_source_conflict.tif,True,True,True,False,True,True,buildings>=0.075000+roads>=0.030000+water>=0.050000,
38,38,DE01_r005_c008,DE01,Mannheim,train,5,8,1280,2048,256,256,256,256,65536,0,0.0,52001,0.7934722900390625,0.7934722900390625,13535,0.2065277099609375,5795,0.0884246826171875,3205,0.0616334301263437,0.0489044189453125,2151,0.0413645891425164,0.0328216552734375,45633,0.8775408165227592,0.6963043212890625,0,0.0,0.0,1012,0.0194611642083806,0.01544189453125,330,0.0063460318070806,26223,0.5042787638699255,25448,0.4893752043229938,330,0,3109,0,22955,159,25448,466804.5904690316,5481428.165275654,469364.5904690316,5483988.165275654,EPSG:32632,data\processed\sar\DE01_Mannheim\DE01_Mannheim_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_semantic.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_validity.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_provenance.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_support_count.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_source_conflict.tif,True,False,True,False,False,True,roads>=0.030000,
39,39,DE01_r005_c009,DE01,Mannheim,train,5,9,1280,2304,256,256,256,256,65536,0,0.0,55982,0.854217529296875,0.854217529296875,9554,0.145782470703125,3759,0.0573577880859375,2294,0.0409774570397627,0.035003662109375,1519,0.0271337215533564,0.0231781005859375,50683,0.9053445750419776,0.7733612060546875,1486,0.026544246364903,0.022674560546875,0,0.0,0.0,429,0.0076631774498946,22162,0.3958772462577257,33391,0.5964595762923797,429,0,2245,0,19582,335,33391,469364.5904690316,5481428.165275654,471924.5904690316,5483988.165275654,EPSG:32632,data\processed\sar\DE01_Mannheim\DE01_Mannheim_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_semantic.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_validity.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_provenance.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_support_count.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_source_conflict.tif,True,False,False,True,False,True,bare_land>=0.001000,
40,40,DE01_r006_c000,DE01,Mannheim,train,6,0,1536,0,256,256,256,256,65536,0,0.0,43957,0.6707305908203125,0.6707305908203125,21579,0.3292694091796875,6412,0.09783935546875,5133,0.1167732101826785,0.0783233642578125,3029,0.0689082512455354,0.0462188720703125,35795,0.814318538571786,0.5461883544921875,0,0.0,0.0,0,0.0,0.0,1375,0.0312805696476101,22960,0.5223286393520941,19622,0.4463907910002957,1375,0,5016,0,17626,318,19622,446324.5904690316,5478868.165275654,448884.5904690316,5481428.165275654,EPSG:32632,data\processed\sar\DE01_Mannheim\DE01_Mannheim_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_semantic.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_validity.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_provenance.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_support_count.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_source_conflict.tif,True,True,True,False,False,True,buildings>=0.075000+roads>=0.030000,
41,41,DE01_r006_c001,DE01,Mannheim,train,6,1,1536,256,256,256,256,256,65536,0,0.0,54229,0.8274688720703125,0.8274688720703125,11307,0.1725311279296875,3854,0.058807373046875,2323,0.0428368585074406,0.0354461669921875,1852,0.0341514687713216,0.02825927734375,50054,0.9230116727212376,0.763763427734375,0,0.0,0.0,0,0.0,0.0,406,0.0074867690718987,35062,0.6465544265983145,18761,0.3459588043297866,406,0,2246,0,32750,66,18761,448884.5904690316,5478868.165275654,451444.5904690316,5481428.165275654,EPSG:32632,data\processed\sar\DE01_Mannheim\DE01_Mannheim_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_semantic.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_validity.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_provenance.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_support_count.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_source_conflict.tif,True,False,True,False,False,True,roads>=0.030000,
42,42,DE01_r006_c002,DE01,Mannheim,train,6,2,1536,512,256,256,256,256,65536,0,0.0,52816,0.805908203125,0.805908203125,12720,0.194091796875,4377,0.0667877197265625,3512,0.0664950015146925,0.0535888671875,1696,0.032111481369282,0.02587890625,46440,0.8792790063617085,0.7086181640625,0,0.0,0.0,1168,0.0221145107543168,0.017822265625,1313,0.0248598909421387,37609,0.7120758860951227,13894,0.2630642229627385,1313,0,2718,0,34793,98,13894,451444.5904690316,5478868.165275654,454004.5904690316,5481428.165275654,EPSG:32632,data\processed\sar\DE01_Mannheim\DE01_Mannheim_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_semantic.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_validity.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_provenance.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_support_count.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_source_conflict.tif,True,False,True,False,False,True,roads>=0.030000,
43,43,DE01_r006_c005,DE01,Mannheim,train,6,5,1536,1280,256,256,256,256,65536,0,0.0,33715,0.5144500732421875,0.5144500732421875,31821,0.4855499267578125,13495,0.2059173583984375,11053,0.327836274655198,0.1686553955078125,5246,0.1555983983390182,0.080047607421875,7916,0.2347916357704285,0.12078857421875,0,0.0,0.0,9500,0.2817736912353552,0.14495849609375,3162,0.0937861485985466,19509,0.5786445202432152,11044,0.3275693311582381,3162,0,9372,0,9702,435,11044,459124.5904690316,5478868.165275654,461684.5904690316,5481428.165275654,EPSG:32632,data\processed\sar\DE01_Mannheim\DE01_Mannheim_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_semantic.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_validity.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_provenance.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_support_count.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_source_conflict.tif,True,True,True,False,True,True,buildings>=0.075000+roads>=0.030000+water>=0.050000,
44,44,DE01_r006_c007,DE01,Mannheim,train,6,7,1536,1792,256,256,256,256,65536,0,0.0,31163,0.4755096435546875,0.4755096435546875,34373,0.5244903564453125,10785,0.1645660400390625,4374,0.1403587587844559,0.066741943359375,3532,0.1133395372717645,0.05389404296875,20148,0.6465359561017874,0.30743408203125,0,0.0,0.0,3109,0.0997657478419921,0.0474395751953125,672,0.0215640342714116,19572,0.6280524981548632,10919,0.3503834675737252,672,0,4049,0,15360,163,10919,464244.5904690316,5478868.165275654,466804.5904690316,5481428.165275654,EPSG:32632,data\processed\sar\DE01_Mannheim\DE01_Mannheim_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_semantic.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_validity.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_provenance.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_support_count.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_source_conflict.tif,True,True,True,False,True,True,buildings>=0.075000+roads>=0.030000+water>=0.050000,
45,45,DE01_r006_c008,DE01,Mannheim,train,6,8,1536,2048,256,256,256,256,65536,0,0.0,38966,0.594573974609375,0.594573974609375,26570,0.405426025390625,9911,0.1512298583984375,7431,0.1907047169327105,0.1133880615234375,3766,0.0966483601088128,0.057464599609375,24180,0.6205409844479803,0.36895751953125,0,0.0,0.0,3589,0.0921059385104963,0.0547637939453125,1489,0.0382128009033516,28732,0.7373607760611816,8745,0.2244264230354668,1489,0,6928,0,21707,97,8745,466804.5904690316,5478868.165275654,469364.5904690316,5481428.165275654,EPSG:32632,data\processed\sar\DE01_Mannheim\DE01_Mannheim_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_semantic.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_validity.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_provenance.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_support_count.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_source_conflict.tif,True,True,True,False,True,True,buildings>=0.075000+roads>=0.030000+water>=0.050000,
46,46,DE01_r006_c009,DE01,Mannheim,train,6,9,1536,2304,256,256,256,256,65536,0,0.0,38854,0.592864990234375,0.592864990234375,26682,0.407135009765625,10154,0.154937744140625,8513,0.2191022803314974,0.1298980712890625,3123,0.0803778246769959,0.0476531982421875,22108,0.5690019045658105,0.33734130859375,0,0.0,0.0,5110,0.1315179904256962,0.077972412109375,2046,0.0526586709219128,28675,0.7380192515571112,8133,0.2093220775209759,2046,0,7440,0,21154,81,8133,469364.5904690316,5478868.165275654,471924.5904690316,5481428.165275654,EPSG:32632,data\processed\sar\DE01_Mannheim\DE01_Mannheim_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_semantic.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_validity.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_provenance.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_support_count.tif,data\interim\labels_v3_1\fused\DE01\DE01_v31_source_conflict.tif,True,True,True,False,True,True,buildings>=0.075000+roads>=0.030000+water>=0.050000,
